Hour,Temperature,Load
19,81.8,2099948
20,79.64,1939514
21,76.6,1827127
22,74.88,1729110
23,73.68,1537081
24,72.64,1326341
1,71.4,1140412
2,70.32,1017221
3,69.52,935529
4,68.72,884988
5,68.12,856669
6,67.36,864794
7,66.84,902353
8,70.84,989534
9,74.88,1175326
10,78.8,1391952
11,81.08,1602244
12,83.32,1785660
13,85.04,1941549
14,86.4,2061191
15,87.16,2146476
16,87.36,2214143
17,87.12,2254309
18,85.8,2247270
19,84,2158887
20,81.48,1999243
21,78.16,1866121
22,76.36,1753875
23,74.64,1541475
24,73.12,1324143
1,71.2,1126390
2,70.36,992297
3,69.4,911872
4,68.28,862591
5,67.68,838066
6,67.32,837996
7,66.72,864295
8,70.28,952134
9,75.4,1143998
10,78.92,1359492
11,81.32,1552375
12,83.4,1733172
13,85,1898456
14,86.36,2032289
15,86.88,2140238
16,87.08,2221650
17,86.68,2277211
18,86.08,2278409
19,84.36,2196319
20,81.8,2040355
21,78.76,1911778
22,76.56,1789918
23,75.44,1568153
24,74.72,1359394
1,73.24,1157915
2,72.52,1033248
3,71.68,948217
4,71.32,898732
5,70.84,878438
6,70.84,891036
7,70.4,923688
8,73.2,998001
9,77.08,1186662
10,80.68,1450233
11,83.04,1707693
12,85.16,1911141
13,87.36,2085651
14,88.24,2222599
15,88.48,2321915
16,88.68,2327258
17,88.12,2350905
18,85.88,2317165
19,84.24,2297550
20,81.8,2152247
21,79.4,2046981
22,77.68,1924046
23,75.96,1686104
24,75.2,1442113
1,74.32,1250013
2,74.44,1138119
3,74.36,1067841
4,74.12,1032402
5,73.92,1026383
6,73.4,1085114
7,72.8,1181146
8,72.24,1216476
9,72.2,1239674
10,72.48,1286928
11,73.32,1342581
12,74.76,1403764
13,76.56,1495249
14,78.64,1597275
15,79.36,1671464
16,80,1736723
17,80.44,1831869
18,80.56,1904109
19,80,1914243
20,78.56,1855740
21,76.76,1811830
22,76.24,1735272
23,75.56,1534610
24,74.76,1308820
1,74.4,1138869
2,73.88,1039065
3,73.88,977835
4,73.52,949888
5,73.52,955738
6,73.36,1016566
7,73.2,1139344
8,73.04,1184939
9,73.12,1220819
10,73.68,1288082
11,74.52,1357224
12,75.84,1429064
13,76.56,1498935
14,77.36,1540334
15,78.08,1612193
16,79.12,1701828
17,79.52,1777188
18,79.44,1834311
19,78.6,1828958
20,77.64,1767828
21,76.12,1729760
22,75.32,1680467
23,74.56,1498530
24,74.04,1292405
1,73.76,1130061
2,73.52,1028675
3,73.2,969488
4,72.84,938650
5,72.8,936740
6,72.36,997354
7,71.92,1109818
8,72.68,1160869
9,73.92,1211671
10,75,1285509
11,76.24,1376315
12,77.92,1476108
13,78.92,1589597
14,80.16,1720557
15,81.32,1856460
16,81.32,1946256
17,81.4,1988377
18,80.4,1975494
19,79.2,1925651
20,77.52,1840934
21,76.52,1795644
22,75.12,1706019
23,74.76,1522552
24,74.68,1315566
1,74.52,1146061
2,74.28,1046727
3,73.84,989268
4,73.72,958192
5,73.72,959602
6,73.2,1018239
7,73.28,1128858
8,74.16,1178798
9,75.88,1262711
10,77.4,1377243
11,78.84,1472434
12,79.88,1569329
13,80.24,1642954
14,80.52,1693959
15,80.24,1745755
16,80,1797973
17,79.88,1855275
18,78.72,1864928
19,77.16,1793596
20,76.2,1704830
21,75.04,1663859
22,74.56,1600748
23,74.2,1460646
24,74.08,1297541
1,73.8,1140384
2,73.56,1038972
3,73.36,977036
4,73.16,936934
5,72.92,923060
6,72.76,938249
7,72.56,991166
8,73,1060045
9,73.88,1187444
10,75.04,1319824
11,76.56,1420559
12,78.08,1497002
13,79.48,1562794
14,80.04,1627219
15,80.52,1686094
16,80.84,1730404
17,80.6,1746337
18,78.8,1739737
19,77.76,1705541
20,76.84,1639273
21,76.32,1603889
22,75.52,1566191
23,75.2,1433885
24,74.72,1273727
1,73.88,1119389
2,73.4,1013827
3,72.88,939968
4,72.28,893805
5,72.16,869020
6,71.88,871028
7,71.52,895509
8,73.84,988150
9,76.6,1192419
10,79.08,1425793
11,80.48,1627486
12,82.36,1803944
13,83.04,1908527
14,82.24,1954678
15,81.44,2007669
16,81.76,2066174
17,81.88,2130395
18,82.52,2172462
19,81.56,2123859
20,80,2010320
21,77.12,1909483
22,76.08,1821139
23,75.56,1600702
24,74.88,1367900
1,73.96,1174082
2,73.56,1056437
3,72.92,979132
4,72.92,938090
5,72.72,931231
6,72.36,987794
7,72,1102512
8,73.56,1165404
9,76.12,1254438
10,79.36,1414465
11,82,1628643
12,83.88,1851319
13,85.12,2048579
14,85.92,2189696
15,86.28,2278272
16,86.6,2330068
17,85.68,2300864
18,84.84,2301805
19,83.12,2334587
20,80.32,2236219
21,78.64,2106065
22,77.72,1972444
23,76.8,1726077
24,75.88,1486755
1,75.12,1282135
2,73.92,1152724
3,73.36,1068194
4,73.04,1011643
5,72.88,993621
6,72.04,1041269
7,71.96,1146906
8,74.44,1210293
9,77.8,1320925
10,80.52,1495161
11,83.04,1720079
12,85.04,1944440
13,86.28,2131324
14,87.24,2273391
15,87.2,2309523
16,87.24,2307471
17,86.52,2300953
18,86,2293561
19,83.48,2337301
20,81.44,2249241
21,79.44,2136469
22,78.12,2019585
23,77.36,1769635
24,76.56,1509540
1,75.8,1295996
2,74.64,1163267
3,74.48,1083348
4,73.96,1038213
5,73.48,1021451
6,73.08,1067755
7,72.96,1178576
8,75.28,1242922
9,79.12,1361832
10,82.16,1551755
11,84.32,1785769
12,86.08,2016809
13,87.16,2200457
14,87.32,2326844
15,86.48,2277657
16,84.24,2209150
17,84.16,2100147
18,81.36,2009079
19,80.36,1969482
20,78.32,1882062
21,77.56,1832033
22,76.88,1770534
23,76.56,1589940
24,76.04,1365529
1,75.56,1190710
2,74.92,1088207
3,74.64,1023256
4,74.24,988000
5,74.12,984419
6,73.88,1042939
7,73.88,1165139
8,76,1237298
9,79,1354147
10,81.16,1521761
11,83.08,1710392
12,84.6,1895804
13,85.48,2046896
14,84.68,2122859
15,82.84,2074556
16,82.72,2018563
17,80.8,1976885
18,79.76,1931978
19,79.12,1873429
20,78.64,1809223
21,77.52,1759461
22,77.16,1701241
23,77.12,1541871
24,77.16,1355853
1,76.84,1208481
2,76.92,1124652
3,76.64,1077169
4,76.48,1055887
5,76.36,1059786
6,76.2,1120863
7,76.32,1243362
8,77,1304741
9,77.88,1377620
10,78.72,1469969
11,79.12,1548075
12,79.96,1603259
13,80.44,1649262
14,80.64,1660328
15,80.36,1656967
16,79.76,1660814
17,79.08,1662813
18,78.64,1659350
19,78.44,1647123
20,78.12,1610669
21,77.68,1594664
22,77.68,1581312
23,77.4,1489863
24,77.56,1357076
1,77.76,1229326
2,77.72,1150237
3,77.56,1101321
4,77.32,1080739
5,77.24,1067160
6,76.96,1083241
7,76.92,1134851
8,76.92,1207595
9,77.52,1347275
10,78.48,1509034
11,79.52,1662909
12,80.52,1775686
13,82,1869828
14,82.76,1949680
15,82.56,1985837
16,82.96,1992353
17,82.64,1987378
18,82.08,1968265
19,80.96,1900739
20,80.08,1813800
21,79.52,1751111
22,78.8,1717258
23,78.48,1588139
24,78.2,1425464
1,77.76,1277883
2,77.84,1173364
3,77.48,1109744
4,77.32,1075298
5,77,1055974
6,76.84,1064256
7,76.52,1101447
8,77.2,1182619
9,78.56,1370059
10,80.12,1565742
11,81.56,1731715
12,82.8,1887558
13,83.48,2025016
14,83.8,2086347
15,83.04,2085123
16,83.48,2061652
17,82.32,2036647
18,81.44,1993310
19,80.6,1934017
20,79.44,1832823
21,78.28,1772430
22,77.56,1722576
23,77.32,1558805
24,76.8,1358911
1,76.68,1191336
2,76.48,1092507
3,76.16,1035507
4,76,1007370
5,75.76,1010560
6,75.52,1077068
7,75.4,1198333
8,76.92,1272250
9,79.08,1369392
10,80.88,1503542
11,82.68,1671531
12,83.8,1858083
13,85.4,2032935
14,85.6,2162948
15,86.04,2255147
16,85.8,2297844
17,85.72,2252608
18,84.8,2269984
19,83.08,2215759
20,81.04,2091332
21,79.32,1993748
22,78.16,1890801
23,77.76,1679467
24,77.16,1449848
1,76.6,1262697
2,75.84,1145320
3,75.24,1074319
4,74.88,1026659
5,74.48,1014850
6,74.04,1066033
7,74.04,1182551
8,76,1250384
9,78.8,1359148
10,81.28,1521775
11,83.36,1714808
12,84.92,1918042
13,85.96,2104953
14,87.36,2244922
15,87.88,2253465
16,88.04,2319733
17,87.2,2350014
18,86.32,2349790
19,85.16,2321257
20,83.52,2316062
21,80.96,2201010
22,80.12,2102442
23,79.36,1874248
24,78.72,1614930
1,78.04,1413164
2,77.48,1280554
3,76.88,1202232
4,76.64,1156980
5,76.2,1145284
6,75.84,1193690
7,75.84,1295310
8,78,1356309
9,80.96,1474654
10,83.76,1677117
11,86.4,1912904
12,88,2129250
13,88.96,2298427
14,89.24,2392396
15,88.68,2318889
16,88.52,2300647
17,86.44,2280235
18,84.88,2277634
19,83.56,2317493
20,82.04,2258436
21,80.24,2143710
22,79,2059297
23,78.52,1837765
24,77.84,1592947
1,77.28,1393191
2,76.96,1266630
3,76.88,1187244
4,76.6,1141981
5,76.08,1128924
6,75.92,1185025
7,75.88,1288827
8,78.08,1357825
9,81.52,1497180
10,84.04,1697728
11,86.6,1918883
12,88.64,2129939
13,89.6,2291299
14,88.8,2404060
15,89.44,2349853
16,86.96,2323888
17,85.28,2287574
18,84.68,2310645
19,83.6,2308816
20,81.48,2204625
21,79.28,2085220
22,78.16,2006482
23,77.52,1790990
24,76.44,1549276
1,76.16,1355096
2,75.76,1231349
3,75.2,1153100
4,74.84,1110883
5,74.48,1097907
6,74.28,1152005
7,74.16,1255308
8,76.52,1329850
9,80.2,1467919
10,83.36,1653985
11,86.08,1871624
12,87.12,2067915
13,88.56,2221739
14,89.56,2342198
15,89.4,2425264
16,89.24,2450292
17,89.16,2477788
18,88.4,2478772
19,87.08,2424657
20,83.96,2320941
21,81.52,2164483
22,80.48,2059169
23,79.04,1845938
24,78.2,1612758
1,77.04,1410512
2,76.4,1269354
3,75.8,1174701
4,75.52,1117889
5,75.24,1082836
6,75,1087889
7,74.92,1122676
8,76.4,1205313
9,78.64,1374989
10,81.2,1573580
11,81.72,1730851
12,83,1824422
13,83.88,1917730
14,84.08,1961196
15,84,1939932
16,82.6,1921048
17,81.88,1881370
18,81.28,1853608
19,80.44,1802784
20,78.84,1722373
21,77.44,1664300
22,75.92,1631404
23,75.48,1492682
24,74.6,1323680
1,74,1163766
2,73.2,1047360
3,72.84,983993
4,72.56,946611
5,72.04,922640
6,71.8,920646
7,71.68,953004
8,73.56,1051843
9,76.72,1271891
10,79.44,1510042
11,82.08,1721532
12,83.76,1904315
13,85.52,2063338
14,86.04,2189784
15,87.04,2276600
16,87.16,2324998
17,86.92,2346800
18,85.68,2340727
19,84.8,2293210
20,82.32,2158014
21,79.68,2032985
22,77.76,1934053
23,76.76,1708054
24,75.52,1462895
1,74.92,1258099
2,73.96,1124247
3,73.48,1036377
4,72.64,984266
5,71.96,971910
6,71.8,1019445
7,71.48,1118522
8,73.36,1185529
9,76.6,1310867
10,79.2,1485015
11,81.12,1676845
12,82.04,1867392
13,83.56,2025483
14,84.08,2145375
15,84.72,2214480
16,84.2,2232322
17,82.96,2207047
18,83.24,2172221
19,82.6,2132908
20,80.44,2006204
21,78.08,1897582
22,76.56,1815221
23,75.6,1600332
24,74.76,1365370
1,74.04,1175852
2,73.04,1064074
3,72.64,992353
4,72.4,952937
5,72.2,947693
6,71.68,1009855
7,71.2,1124712
8,72.72,1176628
9,75.6,1253327
10,78.52,1396053
11,80.4,1565747
12,82.08,1727991
13,82.92,1871632
14,83.76,1948029
15,83.44,2022742
16,83.28,2078554
17,83.08,2084984
18,82.6,2077457
19,81.8,2029996
20,80.12,1928688
21,77.96,1840779
22,76.8,1772932
23,75.72,1573276
24,75.12,1355623
1,74.52,1176478
2,73.84,1067625
3,73.52,1005948
4,72.88,972815
5,72.8,964709
6,72.36,1026136
7,72.2,1135853
8,73.68,1191819
9,76.6,1292129
10,79.72,1452684
11,81.8,1637124
12,83.2,1812024
13,83.96,1962942
14,84.12,2030014
15,83.56,2053473
16,83.4,2079519
17,81.8,2112555
18,81.48,2105542
19,80.44,2043879
20,79.28,1934545
21,77.24,1839375
22,75.56,1771485
23,74.68,1573783
24,74.04,1341717
1,72.88,1158684
2,72.56,1038037
3,71.92,971042
4,71.6,929500
5,71.48,922045
6,71.2,984247
7,71.12,1091321
8,73.12,1149384
9,76.72,1241448
10,80.24,1412464
11,83,1634042
12,84.52,1857797
13,85.04,2044532
14,85.44,2180590
15,83.76,2246918
16,83.04,2236818
17,82.88,2188362
18,82.8,2149003
19,81.8,2086065
20,80.68,1986881
21,78.52,1890331
22,76.92,1821329
23,76.16,1617340
24,74.84,1374288
1,73.8,1178070
2,73.04,1056149
3,72.72,977010
4,72.48,936967
5,72.28,932171
6,71.96,983627
7,71.92,1080124
8,73.8,1150991
9,76.64,1275690
10,78.76,1441590
11,80.76,1612387
12,81.92,1766490
13,82.68,1890120
14,82.88,1973140
15,83.36,2018950
16,82.6,2014992
17,82.76,2043863
18,82.64,2052980
19,81.88,2002280
20,79.4,1890399
21,77.56,1781301
22,75.84,1721619
23,75.28,1563747
24,74.72,1375286
1,74.4,1207078
2,73.8,1097168
3,73.4,1025090
4,73.36,985628
5,73.4,970674
6,73.48,986911
7,73,1027900
8,73.96,1102864
9,76,1268854
10,78.4,1460919
11,80.52,1640098
12,81.44,1782992
13,82.4,1899284
14,83.2,1978889
15,83.64,2022393
16,83.32,2055324
17,83.32,2080954
18,82.56,2086643
19,81.52,2044519
20,79.84,1934485
21,78.36,1830322
22,77.36,1774145
23,76.64,1620018
24,76.12,1438963
1,75.84,1261697
2,75.04,1142906
3,74.96,1073239
4,74.72,1028910
5,74.6,1001304
6,74.08,998797
7,73.84,1023063
8,75.32,1122696
9,78,1346286
10,80.28,1583339
11,82.52,1775843
12,84.32,1948049
13,85.68,2120538
14,87,2266854
15,87.28,2363480
16,87,2416660
17,87.88,2439461
18,86.76,2426531
19,85.04,2376605
20,83.68,2264378
21,81.44,2135053
22,80.24,2037485
23,79.32,1810783
24,78.72,1569933
1,78,1365694
2,77.48,1242824
3,77.2,1176202
4,76.8,1127657
5,76.16,1108049
6,75.88,1157278
7,75.72,1260797
8,76.96,1318090
9,79.24,1414282
10,81.68,1578290
11,83.76,1791035
12,85.64,2005383
13,86.68,2163385
14,86.64,2232516
15,84.36,2225710
16,84.08,2197236
17,82.48,2117609
18,81.96,2069059
19,81,2011074
20,79.56,1923399
21,78.48,1847260
22,77.68,1754971
23,77.16,1578838
24,76.72,1383388
1,76.08,1221136
2,76,1123693
3,75.76,1073449
4,75.4,1038672
5,75.48,1040318
6,75.44,1106751
7,75.48,1230187
8,76.36,1284556
9,78,1359438
10,80.16,1482478
11,81.48,1640221
12,82.88,1795234
13,83.4,1932085
14,83.56,2035812
15,82.88,2079911
16,83.16,2082073
17,81.84,2096841
18,81.92,2098912
19,81.4,2054071
20,80.32,1965418
21,79.24,1888902
22,78.24,1801038
23,77.96,1615416
24,77.4,1414526
1,77.16,1256504
2,76.64,1156842
3,76.16,1098418
4,76.16,1069886
5,76,1069951
6,75.48,1129725
7,75.4,1240860
8,76.2,1290121
9,77.76,1352908
10,79.56,1450325
11,81.16,1573526
12,83,1717845
13,82.88,1874514
14,83.6,1976674
15,82.6,2014910
16,81.68,1978436
17,80.76,1945442
18,79.92,1917454
19,79.72,1870140
20,78.76,1799901
21,77.6,1755823
22,77.2,1703233
23,76.92,1549158
24,76.72,1370463
1,76.4,1212542
2,76.2,1117216
3,76.12,1060006
4,75.72,1029713
5,75.52,1030932
6,75.32,1089668
7,75.28,1207862
8,76,1269407
9,77.92,1349830
10,80.12,1472991
11,82.12,1627397
12,83.04,1759371
13,83.72,1841763
14,84,1866904
15,83.92,1768181
16,82.88,1792203
17,82.64,1842808
18,82.56,1874160
19,81.92,1886873
20,80.76,1910559
21,79.52,1867753
22,78.4,1824591
23,77.8,1651592
24,77.4,1443721
1,77.2,1272368
2,77.08,1165723
3,76.64,1099374
4,76.12,1058845
5,75.84,1051812
6,75.6,1101779
7,75.64,1201712
8,77.44,1284099
9,80,1424234
10,81.88,1594233
11,83.92,1778615
12,85,1934229
13,86.28,2046779
14,87.16,2096934
15,86.84,2116530
16,86.32,2169201
17,87.36,2248466
18,85.76,2290252
19,84.88,2255437
20,82.8,2138001
21,81.08,2024559
22,80.16,1951382
23,79.52,1777594
24,79,1580515
1,78.16,1398191
2,77.96,1273328
3,77.4,1189779
4,77,1138759
5,76.92,1110547
6,76.68,1112881
7,76.84,1147371
8,78.56,1245764
9,81.28,1458625
10,82.76,1663351
11,84.4,1836619
12,85.48,1990151
13,86.84,2112401
14,86.32,2191689
15,85.4,2225737
16,85.68,2252348
17,85.44,2280252
18,84.68,2243528
19,84.12,2171927
20,82.12,2062499
21,80.72,1947767
22,79.96,1868409
23,79.04,1705445
24,78.84,1525119
1,78.2,1360870
2,77.6,1241919
3,77.12,1162798
4,76.76,1107585
5,76.64,1083098
6,76.68,1084880
7,76.68,1105407
8,78.56,1210786
9,81.4,1464247
10,83.48,1727385
11,85.28,1904565
12,87,2062366
13,87.04,2189512
14,86.2,2244856
15,85.88,2256672
16,86.2,2258833
17,86.04,2266819
18,84.64,2271218
19,84.4,2235815
20,82.88,2124634
21,81.48,2002142
22,80.32,1920312
23,79.68,1764266
24,78.92,1579040
1,78.04,1387748
2,77.68,1252773
3,76.92,1164031
4,76.56,1102341
5,76.36,1073658
6,76.04,1071583
7,75.88,1094867
8,77.92,1182100
9,81.04,1438340
10,83.92,1746123
11,86.16,2020507
12,87.6,2235619
13,88.76,2379846
14,89.96,2410417
15,90.2,2434331
16,88.2,2421769
17,87.92,2411891
18,86.92,2403996
19,85.84,2394815
20,83.8,2241648
21,81.48,2062372
22,80.12,1928323
23,79.36,1796177
24,78.56,1602023
1,77.96,1385774
2,77.24,1245832
3,77.12,1152007
4,76.24,1101880
5,76.04,1076400
6,75.68,1115066
7,75.32,1202810
8,77.12,1270447
9,80.88,1432055
10,83.6,1659360
11,86.12,1917026
12,88.24,2153129
13,89.32,2350264
14,90.44,2417256
15,90.8,2475502
16,91.16,2537128
17,91.08,2581539
18,90.8,2601626
19,89.04,2561345
20,86.08,2523316
21,83.68,2405003
22,82.2,2254272
23,81.12,1994682
24,80,1718029
1,79.24,1488352
2,78.2,1342067
3,77.4,1250662
4,77,1189418
5,76.44,1161234
6,75.76,1197088
7,75.12,1278773
8,77.04,1334887
9,79.84,1444695
10,83.08,1617575
11,85.72,1846943
12,88.16,2081052
13,89.32,2286810
14,90.64,2451130
15,91.12,2494371
16,91.12,2533164
17,90.92,2577167
18,90.2,2588015
19,88.84,2553580
20,86.72,2514790
21,84.24,2376212
22,82.56,2250230
23,81.44,2008621
24,80.32,1737219
1,79.48,1519949
2,79,1376133
3,78.64,1282794
4,77.88,1223411
5,77.4,1194368
6,76.84,1227596
7,76.52,1309896
8,78.04,1360125
9,80.48,1513769
10,83.84,1723003
11,85.96,1959935
12,87.4,2185770
13,88.84,2366164
14,89.8,2496971
15,90.64,2588024
16,90.8,2629321
17,90.84,2585973
18,90.56,2572984
19,89.48,2620138
20,87.04,2533116
21,84.48,2387493
22,82.72,2277412
23,81.32,2030782
24,80.32,1761875
1,79.76,1544469
2,78.72,1401671
3,78,1299469
4,77.12,1237282
5,76.64,1210139
6,76.28,1241371
7,76.16,1322467
8,78.64,1387597
9,81.4,1540840
10,84.4,1749979
11,86.52,1981065
12,87.64,2202317
13,89.48,2386872
14,90.32,2511258
15,90.44,2580055
16,88.16,2557659
17,86.32,2441973
18,85.16,2328857
19,83.88,2225827
20,82.88,2119105
21,81.4,2042960
22,79.68,1955260
23,79.44,1794463
24,79.4,1611146
1,78.84,1440373
2,79.2,1327420
3,78.88,1261521
4,78.4,1216407
5,78.32,1188221
6,78.04,1195872
7,77.68,1238657
8,78.56,1320573
9,79.44,1463157
10,80.84,1616035
11,81.96,1735271
12,83.24,1847410
13,83.8,1936061
14,84.2,2024387
15,84.4,2056642
16,84.88,2028826
17,85.48,2013355
18,84.32,2022338
19,80.72,1937024
20,80.2,1837280
21,79.48,1797225
22,78.68,1723109
23,77.64,1577569
24,77.16,1410698
1,76.52,1256588
2,76.6,1160115
3,76.6,1099264
4,76.04,1063781
5,76.44,1052676
6,75.92,1054853
7,76,1090122
8,76.64,1167297
9,77.48,1315032
10,78.8,1459047
11,79.76,1569266
12,80.96,1644534
13,81.76,1696605
14,82.48,1732269
15,83.44,1761401
16,83.64,1790925
17,83.2,1857513
18,83.52,1879738
19,82.84,1859146
20,82,1812156
21,81.48,1777658
22,80.84,1763855
23,80.64,1621576
24,80.2,1451667
1,80,1310056
2,79.64,1222121
3,79.76,1170589
4,79.24,1141295
5,78.72,1143820
6,78.24,1199119
7,77.92,1301714
8,79.2,1360111
9,80.88,1485269
10,83.08,1680482
11,85.32,1899411
12,86.56,2098289
13,87.44,2249246
14,87.64,2314672
15,87.44,2335383
16,86.6,2338549
17,84,2285440
18,83,2241271
19,82.32,2193043
20,80.6,2103201
21,79.28,1999057
22,78.44,1915968
23,77.8,1716220
24,77.24,1495816
1,76.96,1307169
2,76.72,1188151
3,76.52,1112979
4,76.4,1071107
5,76.2,1058958
6,76.08,1112630
7,75.84,1233789
8,77.16,1282548
9,79.72,1366635
10,82.08,1512176
11,84.32,1704946
12,85.96,1899006
13,86.64,2081305
14,88.24,2238058
15,88.08,2343386
16,86.56,2342345
17,86.16,2283713
18,85.44,2214980
19,84.08,2152806
20,82.44,2072952
21,80.76,1987810
22,79.64,1930783
23,79.2,1730062
24,78.84,1503443
1,78.32,1310378
2,77.76,1203400
3,77.2,1127012
4,76.6,1077001
5,76.4,1062303
6,76.2,1119281
7,75.88,1221645
8,77.72,1283543
9,80.68,1419115
10,83.4,1619605
11,85.32,1852423
12,86.6,2060295
13,87.76,2231569
14,88.76,2342681
15,88,2357494
16,85.92,2332786
17,85,2319490
18,84.04,2312858
19,82.6,2274323
20,81.52,2158574
21,79.72,2038461
22,78.36,1948434
23,77.76,1742620
24,77.2,1511315
1,77.04,1318754
2,76.76,1201658
3,76.08,1125395
4,75.68,1073554
5,75.48,1061719
6,75.28,1112136
7,74.8,1217236
8,76.6,1276131
9,79.84,1411956
10,83.12,1615276
11,85.2,1847537
12,86.6,2033440
13,87.72,2197129
14,88.84,2310945
15,88.96,2336897
16,87.44,2346377
17,86,2345259
18,84,2262375
19,81.76,2149369
20,80.64,2024886
21,79.08,1928480
22,78.32,1839522
23,77.64,1644818
24,77.72,1433008
1,77.08,1260652
2,76.68,1151500
3,76.24,1085991
4,76.08,1045068
5,75.96,1039935
6,75.4,1091050
7,75.24,1189664
8,76.88,1255142
9,80.56,1394881
10,83,1597674
11,84.88,1813072
12,86.4,2023262
13,86.6,2183929
14,86.44,2270951
15,85.96,2278133
16,84.24,2251132
17,84.92,2231712
18,83.2,2187185
19,81.64,2067330
20,80.32,1890587
21,79,1801798
22,77.96,1730198
23,77.28,1582529
24,76.8,1405398
1,76.84,1248874
2,76.72,1143311
3,76.52,1074009
4,76.12,1024193
5,76.04,1014189
6,75.84,1029189
7,75.28,1066086
8,77.68,1164016
9,80.92,1402064
10,83.56,1672129
11,85.72,1922543
12,87.6,2147703
13,89.04,2327228
14,89.12,2461634
15,89.56,2541894
16,88.64,2576175
17,86.64,2574843
18,85.32,2521400
19,83.72,2390814
20,82.12,2209700
21,80.92,2074748
22,79.8,1968241
23,79.16,1776163
24,78.6,1577899
1,78,1391485
2,77.24,1265127
3,76.96,1178504
4,76.68,1112397
5,76.6,1075836
6,76.2,1069970
7,75.92,1091308
8,78.2,1180165
9,81.52,1435443
10,84.12,1711874
11,86.16,1944771
12,87.96,2157106
13,89.04,2350144
14,89.8,2494553
15,89.64,2585798
16,87.92,2582985
17,87.56,2570051
18,86.16,2545229
19,85.04,2455702
20,83.68,2334520
21,82.16,2219855
22,81.28,2126534
23,80.32,1889940
24,79.68,1647191
1,78.96,1440074
2,78.48,1305973
3,77.92,1219616
4,77.56,1157817
5,77.04,1139444
6,76.64,1179173
7,76.44,1272758
8,78.8,1340795
9,81.52,1486793
10,83.8,1700814
11,86.04,1914171
12,87.76,2126174
13,88.84,2296485
14,89.44,2416696
15,89.68,2502577
16,90.12,2566580
17,89.32,2599767
18,89,2594822
19,87.72,2554187
20,84.84,2420287
21,83.12,2291817
22,82.08,2174669
23,81.28,1938068
24,80.12,1682389
1,79.6,1478358
2,78.64,1337084
3,78.32,1252251
4,77.8,1196035
5,77.36,1175056
6,77.04,1217550
7,76.8,1313093
8,79,1377784
9,82.04,1534673
10,84.52,1739991
11,86.08,1959845
12,87.76,2166896
13,88.08,2314409
14,87.8,2363464
15,86.6,2314226
16,86.64,2273016
17,86.16,2298935
18,86.08,2361209
19,85.08,2388999
20,83.72,2304139
21,81.8,2184141
22,80.72,2083059
23,80.12,1852161
24,79.56,1613915
1,78.96,1418131
2,78.08,1292355
3,77.88,1213507
4,77.36,1165909
5,77.44,1153568
6,77.16,1205461
7,76.72,1304405
8,78.92,1364827
9,82.08,1518487
10,84.8,1723795
11,86.72,1947276
12,88.16,2162407
13,89.36,2340427
14,90,2480009
15,89.6,2578327
16,89.32,2641287
17,88.48,2575125
18,87.92,2579840
19,86.28,2586839
20,84.2,2460461
21,82.24,2229013
22,81.04,2152599
23,79.8,1910614
24,79.44,1652353
1,78.92,1439011
2,78.04,1302657
3,77.36,1212762
4,76.48,1157347
5,76.08,1135420
6,75.76,1178523
7,75.4,1268440
8,78,1326192
9,81.32,1472453
10,84.16,1690605
11,86.84,1928941
12,88.68,2168329
13,89.84,2365386
14,90.76,2509243
15,91.28,2611253
16,91.2,2648427
17,90.96,2678224
18,90.24,2679863
19,88.32,2648535
20,85.96,2569427
21,83.4,2433166
22,82.24,2317826
23,81.52,2061491
24,80.52,1796337
1,79.24,1574409
2,78.76,1427620
3,78.16,1327916
4,77.52,1254553
5,77.48,1220470
6,76.72,1250227
7,76.08,1328235
8,78.52,1381089
9,82.04,1529416
10,85.32,1763898
11,87.96,2030400
12,89.96,2274316
13,90.92,2469642
14,92.04,2605199
15,91.32,2671565
16,91.76,2605750
17,91,2615177
18,89.8,2666262
19,88.52,2609411
20,86.48,2501698
21,84.56,2378546
22,83.2,2273510
23,82.16,2062283
24,81.68,1836220
1,81.04,1639341
2,80.32,1497801
3,79.88,1402134
4,79.72,1334543
5,79.56,1301927
6,78.92,1298579
7,78.48,1323485
8,80.2,1384705
9,83.36,1604663
10,86.16,1873751
11,88.8,2130514
12,90.84,2338792
13,91.6,2456078
14,91.04,2458164
15,89,2407633
16,87.8,2346450
17,85.96,2276102
18,85.24,2224318
19,83.6,2138058
20,82.56,2052968
21,81.6,1998986
22,80.68,1930158
23,80.56,1776779
24,80.08,1601435
1,79.76,1441958
2,78.96,1319459
3,78.4,1230659
4,77.88,1174814
5,77.4,1140771
6,77.12,1139844
7,76.6,1161866
8,78,1232475
9,81.48,1450688
10,85.2,1724945
11,87.92,1991291
12,89.12,2230388
13,90.44,2416640
14,91,2530619
15,91.32,2564346
16,91.04,2573713
17,90.24,2564002
18,88.56,2520637
19,86.48,2392693
20,84.52,2245252
21,82.08,2151736
22,80.92,2046151
23,80.24,1824314
24,79.32,1585530
1,78.8,1393732
2,78.08,1268969
3,77.36,1182740
4,77,1132391
5,76.64,1113941
6,76.48,1158014
7,76.04,1255749
8,77.48,1307494
9,80.64,1431228
10,83.32,1636853
11,85.64,1857867
12,87.92,2068481
13,88.92,2238280
14,89.76,2375268
15,90.08,2471304
16,89.88,2549504
17,89.44,2604872
18,88.72,2625315
19,87.6,2587467
20,85.12,2437617
21,82.6,2279709
